ETIQUETA,NUMERO ANTERIOR,TIPO,DESCRIPCIÓN,MODELO,SERIE
39649,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN5P
39650,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN5Q
39651,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN5R
39652,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN5X
39653,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN5Y
39654,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN61
39655,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN62
39656,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN65
39657,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN67
39658,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN6J
39659,S/N,SISTEMA DE ALARMAS,"FACT 363 Y 364 DISPOSITIVO BOTON DE PANICO SOS 07E-2 CON LAS SIGUIENTES CARACTERISTICAS Y FUNCIONES, ESQUEMA DE SOLO RECIBIR LA UBICACION (COORDINADAS) CADA 10 MINUTOS DURANTE LAS 24 HORAS DEL DIA Y CADA MINUTO AL PRESIONAL EL BOTON SOS, POR LO QUE DEBERA INCLUIR PLAN DE DATOS POR UN AÑO, ACCESO AL SITE DE SOPORTE MYHITECH, REPRESENTANTE DE ATENCION A CLIENTES 24X7X365. SOPORTE TECNICO ACTUALIZACION DE PRODUCTOS ACCESO AL SERVICIO DE DESARROLLOS CUSTOMIZADOS ACCESO A LA LISTA DE CORREOS DE USUARIOS DEL CAD. PLATAFORMADE ADMINISTRACION DE DISPOSITIVOS VIA WEB MONITOREO DE CADA DISPOSITIVO VIA GPS DESDE EL MAPA DE SAFENYNET CAD MARCACION DIRECTA AL 9-1-1, APERTURA DE CANAL DE VOZ DE FORMA DISCRETA Y SILENCIOSA, AL PRESIONAR EL BOTON SE DEBE CREAR AUTOMATICA UN SISTEMA DE ALARMA INCIDENTE O EVENTO EN LA PLATAFORMA CAD QUE CONTENGA LA SIGUIENTE INFORMACION UBICACION, COORDINADAS, NOMBRE DEL USUARIO, NUMERO TELEFONICO Y TIPO DE INCIDENTE. PP 5651",EV-07B,S/N
39660,S/N,SISTEMA DE ALARMAS,"FACT 363 Y 364 DISPOSITIVO BOTON DE PANICO SOS 07E-2 CON LAS SIGUIENTES CARACTERISTICAS Y FUNCIONES, ESQUEMA DE SOLO RECIBIR LA UBICACION (COORDINADAS) CADA 10 MINUTOS DURANTE LAS 24 HORAS DEL DIA Y CADA MINUTO AL PRESIONAL EL BOTON SOS, POR LO QUE DEBERA INCLUIR PLAN DE DATOS POR UN AÑO, ACCESO AL SITE DE SOPORTE MYHITECH, REPRESENTANTE DE ATENCION A CLIENTES 24X7X365. SOPORTE TECNICO ACTUALIZACION DE PRODUCTOS ACCESO AL SERVICIO DE DESARROLLOS CUSTOMIZADOS ACCESO A LA LISTA DE CORREOS DE USUARIOS DEL CAD. PLATAFORMADE ADMINISTRACION DE DISPOSITIVOS VIA WEB MONITOREO DE CADA DISPOSITIVO VIA GPS DESDE EL MAPA DE SAFENYNET CAD MARCACION DIRECTA AL 9-1-1, APERTURA DE CANAL DE VOZ DE FORMA DISCRETA Y SILENCIOSA, AL PRESIONAR EL BOTON SE DEBE CREAR AUTOMATICA UN SISTEMA DE ALARMA INCIDENTE O EVENTO EN LA PLATAFORMA CAD QUE CONTENGA LA SIGUIENTE INFORMACION UBICACION, COORDINADAS, NOMBRE DEL USUARIO, NUMERO TELEFONICO Y TIPO DE INCIDENTE. PP 5651",EV-07B,S/N
39661,S/N,SISTEMA DE ALARMAS,"FACT 363 Y 364 DISPOSITIVO BOTON DE PANICO SOS 07E-2 CON LAS SIGUIENTES CARACTERISTICAS Y FUNCIONES, ESQUEMA DE SOLO RECIBIR LA UBICACION (COORDINADAS) CADA 10 MINUTOS DURANTE LAS 24 HORAS DEL DIA Y CADA MINUTO AL PRESIONAL EL BOTON SOS, POR LO QUE DEBERA INCLUIR PLAN DE DATOS POR UN AÑO, ACCESO AL SITE DE SOPORTE MYHITECH, REPRESENTANTE DE ATENCION A CLIENTES 24X7X365. SOPORTE TECNICO ACTUALIZACION DE PRODUCTOS ACCESO AL SERVICIO DE DESARROLLOS CUSTOMIZADOS ACCESO A LA LISTA DE CORREOS DE USUARIOS DEL CAD. PLATAFORMADE ADMINISTRACION DE DISPOSITIVOS VIA WEB MONITOREO DE CADA DISPOSITIVO VIA GPS DESDE EL MAPA DE SAFENYNET CAD MARCACION DIRECTA AL 9-1-1, APERTURA DE CANAL DE VOZ DE FORMA DISCRETA Y SILENCIOSA, AL PRESIONAR EL BOTON SE DEBE CREAR AUTOMATICA UN SISTEMA DE ALARMA INCIDENTE O EVENTO EN LA PLATAFORMA CAD QUE CONTENGA LA SIGUIENTE INFORMACION UBICACION, COORDINADAS, NOMBRE DEL USUARIO, NUMERO TELEFONICO Y TIPO DE INCIDENTE. PP 5651",EV-07B,S/N
39662,S/N,SISTEMA DE ALARMAS,"FACT 363 Y 364 DISPOSITIVO BOTON DE PANICO SOS 07E-2 CON LAS SIGUIENTES CARACTERISTICAS Y FUNCIONES, ESQUEMA DE SOLO RECIBIR LA UBICACION (COORDINADAS) CADA 10 MINUTOS DURANTE LAS 24 HORAS DEL DIA Y CADA MINUTO AL PRESIONAL EL BOTON SOS, POR LO QUE DEBERA INCLUIR PLAN DE DATOS POR UN AÑO, ACCESO AL SITE DE SOPORTE MYHITECH, REPRESENTANTE DE ATENCION A CLIENTES 24X7X365. SOPORTE TECNICO ACTUALIZACION DE PRODUCTOS ACCESO AL SERVICIO DE DESARROLLOS CUSTOMIZADOS ACCESO A LA LISTA DE CORREOS DE USUARIOS DEL CAD. PLATAFORMADE ADMINISTRACION DE DISPOSITIVOS VIA WEB MONITOREO DE CADA DISPOSITIVO VIA GPS DESDE EL MAPA DE SAFENYNET CAD MARCACION DIRECTA AL 9-1-1, APERTURA DE CANAL DE VOZ DE FORMA DISCRETA Y SILENCIOSA, AL PRESIONAR EL BOTON SE DEBE CREAR AUTOMATICA UN SISTEMA DE ALARMA INCIDENTE O EVENTO EN LA PLATAFORMA CAD QUE CONTENGA LA SIGUIENTE INFORMACION UBICACION, COORDINADAS, NOMBRE DEL USUARIO, NUMERO TELEFONICO Y TIPO DE INCIDENTE. PP 5651",EV-07B,S/N
39663,S/N,SISTEMA DE ALARMAS,"FACT 363 Y 364 DISPOSITIVO BOTON DE PANICO SOS 07E-2 CON LAS SIGUIENTES CARACTERISTICAS Y FUNCIONES, ESQUEMA DE SOLO RECIBIR LA UBICACION (COORDINADAS) CADA 10 MINUTOS DURANTE LAS 24 HORAS DEL DIA Y CADA MINUTO AL PRESIONAL EL BOTON SOS, POR LO QUE DEBERA INCLUIR PLAN DE DATOS POR UN AÑO, ACCESO AL SITE DE SOPORTE MYHITECH, REPRESENTANTE DE ATENCION A CLIENTES 24X7X365. SOPORTE TECNICO ACTUALIZACION DE PRODUCTOS ACCESO AL SERVICIO DE DESARROLLOS CUSTOMIZADOS ACCESO A LA LISTA DE CORREOS DE USUARIOS DEL CAD. PLATAFORMADE ADMINISTRACION DE DISPOSITIVOS VIA WEB MONITOREO DE CADA DISPOSITIVO VIA GPS DESDE EL MAPA DE SAFENYNET CAD MARCACION DIRECTA AL 9-1-1, APERTURA DE CANAL DE VOZ DE FORMA DISCRETA Y SILENCIOSA, AL PRESIONAR EL BOTON SE DEBE CREAR AUTOMATICA UN SISTEMA DE ALARMA INCIDENTE O EVENTO EN LA PLATAFORMA CAD QUE CONTENGA LA SIGUIENTE INFORMACION UBICACION, COORDINADAS, NOMBRE DEL USUARIO, NUMERO TELEFONICO Y TIPO DE INCIDENTE. PP 5651",EV-07B,S/N
39664,S/N,SISTEMA DE ALARMAS,"FACT 363 Y 364 DISPOSITIVO BOTON DE PANICO SOS 07E-2 CON LAS SIGUIENTES CARACTERISTICAS Y FUNCIONES, ESQUEMA DE SOLO RECIBIR LA UBICACION (COORDINADAS) CADA 10 MINUTOS DURANTE LAS 24 HORAS DEL DIA Y CADA MINUTO AL PRESIONAL EL BOTON SOS, POR LO QUE DEBERA INCLUIR PLAN DE DATOS POR UN AÑO, ACCESO AL SITE DE SOPORTE MYHITECH, REPRESENTANTE DE ATENCION A CLIENTES 24X7X365. SOPORTE TECNICO ACTUALIZACION DE PRODUCTOS ACCESO AL SERVICIO DE DESARROLLOS CUSTOMIZADOS ACCESO A LA LISTA DE CORREOS DE USUARIOS DEL CAD. PLATAFORMADE ADMINISTRACION DE DISPOSITIVOS VIA WEB MONITOREO DE CADA DISPOSITIVO VIA GPS DESDE EL MAPA DE SAFENYNET CAD MARCACION DIRECTA AL 9-1-1, APERTURA DE CANAL DE VOZ DE FORMA DISCRETA Y SILENCIOSA, AL PRESIONAR EL BOTON SE DEBE CREAR AUTOMATICA UN SISTEMA DE ALARMA INCIDENTE O EVENTO EN LA PLATAFORMA CAD QUE CONTENGA LA SIGUIENTE INFORMACION UBICACION, COORDINADAS, NOMBRE DEL USUARIO, NUMERO TELEFONICO Y TIPO DE INCIDENTE. PP 5651",EV-07B,S/N
39665,S/N,SISTEMA DE ALARMAS,"FACT 363 Y 364 DISPOSITIVO BOTON DE PANICO SOS 07E-2 CON LAS SIGUIENTES CARACTERISTICAS Y FUNCIONES, ESQUEMA DE SOLO RECIBIR LA UBICACION (COORDINADAS) CADA 10 MINUTOS DURANTE LAS 24 HORAS DEL DIA Y CADA MINUTO AL PRESIONAL EL BOTON SOS, POR LO QUE DEBERA INCLUIR PLAN DE DATOS POR UN AÑO, ACCESO AL SITE DE SOPORTE MYHITECH, REPRESENTANTE DE ATENCION A CLIENTES 24X7X365. SOPORTE TECNICO ACTUALIZACION DE PRODUCTOS ACCESO AL SERVICIO DE DESARROLLOS CUSTOMIZADOS ACCESO A LA LISTA DE CORREOS DE USUARIOS DEL CAD. PLATAFORMADE ADMINISTRACION DE DISPOSITIVOS VIA WEB MONITOREO DE CADA DISPOSITIVO VIA GPS DESDE EL MAPA DE SAFENYNET CAD MARCACION DIRECTA AL 9-1-1, APERTURA DE CANAL DE VOZ DE FORMA DISCRETA Y SILENCIOSA, AL PRESIONAR EL BOTON SE DEBE CREAR AUTOMATICA UN SISTEMA DE ALARMA INCIDENTE O EVENTO EN LA PLATAFORMA CAD QUE CONTENGA LA SIGUIENTE INFORMACION UBICACION, COORDINADAS, NOMBRE DEL USUARIO, NUMERO TELEFONICO Y TIPO DE INCIDENTE. PP 5651",EV-07B,S/N
39666,S/N,SISTEMA DE ALARMAS,"FACT 363 Y 364 DISPOSITIVO BOTON DE PANICO SOS 07E-2 CON LAS SIGUIENTES CARACTERISTICAS Y FUNCIONES, ESQUEMA DE SOLO RECIBIR LA UBICACION (COORDINADAS) CADA 10 MINUTOS DURANTE LAS 24 HORAS DEL DIA Y CADA MINUTO AL PRESIONAL EL BOTON SOS, POR LO QUE DEBERA INCLUIR PLAN DE DATOS POR UN AÑO, ACCESO AL SITE DE SOPORTE MYHITECH, REPRESENTANTE DE ATENCION A CLIENTES 24X7X365. SOPORTE TECNICO ACTUALIZACION DE PRODUCTOS ACCESO AL SERVICIO DE DESARROLLOS CUSTOMIZADOS ACCESO A LA LISTA DE CORREOS DE USUARIOS DEL CAD. PLATAFORMADE ADMINISTRACION DE DISPOSITIVOS VIA WEB MONITOREO DE CADA DISPOSITIVO VIA GPS DESDE EL MAPA DE SAFENYNET CAD MARCACION DIRECTA AL 9-1-1, APERTURA DE CANAL DE VOZ DE FORMA DISCRETA Y SILENCIOSA, AL PRESIONAR EL BOTON SE DEBE CREAR AUTOMATICA UN SISTEMA DE ALARMA INCIDENTE O EVENTO EN LA PLATAFORMA CAD QUE CONTENGA LA SIGUIENTE INFORMACION UBICACION, COORDINADAS, NOMBRE DEL USUARIO, NUMERO TELEFONICO Y TIPO DE INCIDENTE. PP 5651",EV-07B,S/N
39667,S/N,SISTEMA DE ALARMAS,"FACT 363 Y 364 DISPOSITIVO BOTON DE PANICO SOS 07E-2 CON LAS SIGUIENTES CARACTERISTICAS Y FUNCIONES, ESQUEMA DE SOLO RECIBIR LA UBICACION (COORDINADAS) CADA 10 MINUTOS DURANTE LAS 24 HORAS DEL DIA Y CADA MINUTO AL PRESIONAL EL BOTON SOS, POR LO QUE DEBERA INCLUIR PLAN DE DATOS POR UN AÑO, ACCESO AL SITE DE SOPORTE MYHITECH, REPRESENTANTE DE ATENCION A CLIENTES 24X7X365. SOPORTE TECNICO ACTUALIZACION DE PRODUCTOS ACCESO AL SERVICIO DE DESARROLLOS CUSTOMIZADOS ACCESO A LA LISTA DE CORREOS DE USUARIOS DEL CAD. PLATAFORMADE ADMINISTRACION DE DISPOSITIVOS VIA WEB MONITOREO DE CADA DISPOSITIVO VIA GPS DESDE EL MAPA DE SAFENYNET CAD MARCACION DIRECTA AL 9-1-1, APERTURA DE CANAL DE VOZ DE FORMA DISCRETA Y SILENCIOSA, AL PRESIONAR EL BOTON SE DEBE CREAR AUTOMATICA UN SISTEMA DE ALARMA INCIDENTE O EVENTO EN LA PLATAFORMA CAD QUE CONTENGA LA SIGUIENTE INFORMACION UBICACION, COORDINADAS, NOMBRE DEL USUARIO, NUMERO TELEFONICO Y TIPO DE INCIDENTE. PP 5651",EV-07B,S/N
39668,S/N,SISTEMA DE ALARMAS,"FACT 363 Y 364 DISPOSITIVO BOTON DE PANICO SOS 07E-2 CON LAS SIGUIENTES CARACTERISTICAS Y FUNCIONES, ESQUEMA DE SOLO RECIBIR LA UBICACION (COORDINADAS) CADA 10 MINUTOS DURANTE LAS 24 HORAS DEL DIA Y CADA MINUTO AL PRESIONAL EL BOTON SOS, POR LO QUE DEBERA INCLUIR PLAN DE DATOS POR UN AÑO, ACCESO AL SITE DE SOPORTE MYHITECH, REPRESENTANTE DE ATENCION A CLIENTES 24X7X365. SOPORTE TECNICO ACTUALIZACION DE PRODUCTOS ACCESO AL SERVICIO DE DESARROLLOS CUSTOMIZADOS ACCESO A LA LISTA DE CORREOS DE USUARIOS DEL CAD. PLATAFORMADE ADMINISTRACION DE DISPOSITIVOS VIA WEB MONITOREO DE CADA DISPOSITIVO VIA GPS DESDE EL MAPA DE SAFENYNET CAD MARCACION DIRECTA AL 9-1-1, APERTURA DE CANAL DE VOZ DE FORMA DISCRETA Y SILENCIOSA, AL PRESIONAR EL BOTON SE DEBE CREAR AUTOMATICA UN SISTEMA DE ALARMA INCIDENTE O EVENTO EN LA PLATAFORMA CAD QUE CONTENGA LA SIGUIENTE INFORMACION UBICACION, COORDINADAS, NOMBRE DEL USUARIO, NUMERO TELEFONICO Y TIPO DE INCIDENTE. PP 5651",EV-07B,S/N
